Time	Iv
0.040672	1.99421
0.040673	1.99371
0.040674	1.99321
0.040675	1.99271
0.040676	1.99221
0.040677	1.99172
0.040678	1.99122
0.040679	1.99072
0.04068	1.99022
0.040681	1.98973
0.040682	1.98923
0.040683	1.98873
0.040684	1.98823
0.040685	1.98774
0.040686	1.98724
0.040687	1.98674
0.040688	1.98625
0.040689	1.98575
0.04069	1.98525
0.040691	1.98476
0.040692	1.98426
0.040693	1.98377
0.040694	1.98327
0.040695	1.98277
0.040696	1.98228
0.040697	1.98178
0.040698	1.98129
0.040699	1.98079
0.0407	1.9803
0.040701	1.9798
0.040702	1.97931
0.040703	1.97881
0.040704	1.97832
0.040705	1.97782
0.040706	1.97733
0.040707	1.97684
0.040708	1.97634
0.040709	1.97585
0.04071	1.97535
0.040711	1.97486
0.040712	1.97437
0.040713	1.97387
0.040715	1.97441
0.040716	1.97494
0.040717	1.97547
0.040718	1.976
0.040719	1.97653
0.04072	1.97706
0.040721	1.97758
0.040722	1.97811
0.040723	1.97863
0.040724	1.97916
0.040725	1.97968
0.040726	1.9802
0.040727	1.98072
0.040728	1.98124
0.040729	1.98176
0.04073	1.98227
0.040731	1.98279
0.040732	1.9833
0.040733	1.98382
0.040734	1.98433
0.040735	1.98484
0.040736	1.98535
0.040737	1.98586
0.040738	1.98637
0.040739	1.98687
0.04074	1.98738
0.040741	1.98788
0.040742	1.98839
0.040743	1.98889
0.040744	1.98939
0.040745	1.98989
0.040746	1.99039
0.040747	1.99089
0.040748	1.99138
0.040749	1.99188
0.04075	1.99237
0.040751	1.99287
0.040752	1.99336
0.040753	1.99385
0.040754	1.99434
0.040755	1.99483
0.040756	1.99532
0.040757	1.9958
0.040758	1.99629
0.040759	1.99677
0.04076	1.99726
0.040761	1.99774
0.040762	1.99822
0.040763	1.9987
0.040764	1.99918
0.040765	1.99966
0.040767	1.99916
0.040768	1.99866
0.040769	1.99816
0.04077	1.99766
0.040771	1.99716
0.040772	1.99666
0.040773	1.99616
0.040774	1.99566
0.040775	1.99516
0.040776	1.99466
0.040777	1.99417
0.040778	1.99367
0.040779	1.99317
0.04078	1.99267
0.040781	1.99217
0.040782	1.99168
0.040783	1.99118
0.040784	1.99068
0.040785	1.99018
0.040786	1.98969
0.040787	1.98919
0.040788	1.98869
0.040789	1.98819
0.04079	1.9877
0.040791	1.9872
0.040792	1.9867
0.040793	1.98621
0.040794	1.98571
0.040795	1.98521
0.040796	1.98472
0.040797	1.98422
0.040798	1.98373
0.040799	1.98323
0.0408	1.98273
0.040801	1.98224
0.040802	1.98174
0.040803	1.98125
0.040804	1.98075
0.040805	1.98026
0.040806	1.97976
0.040807	1.97927
0.040808	1.97877
0.040809	1.97828
0.04081	1.97778
0.040811	1.97729
0.040812	1.9768
0.040813	1.9763
0.040814	1.97581
0.040815	1.97531
0.040816	1.97482
0.040817	1.97433
0.040819	1.97486
0.04082	1.97539
0.040821	1.97592
0.040822	1.97646
0.040823	1.97699
0.040824	1.97751
0.040825	1.97804
0.040826	1.97857
0.040827	1.97909
0.040828	1.97962
0.040829	1.98014
0.04083	1.98066
0.040831	1.98118
0.040832	1.9817
0.040833	1.98222
0.040834	1.98274
0.040835	1.98325
0.040836	1.98377
0.040837	1.98428
0.040838	1.98479
0.040839	1.98531
0.04084	1.98582
0.040841	1.98633
0.040842	1.98683
0.040843	1.98734
0.040844	1.98785
0.040845	1.98835
0.040846	1.98886
0.040847	1.98936
0.040848	1.98986
0.040849	1.99036
0.04085	1.99086
0.040851	1.99136
0.040852	1.99186
0.040853	1.99235
0.040854	1.99285
0.040855	1.99334
0.040856	1.99383
0.040857	1.99433
0.040858	1.99482
0.040859	1.99531
0.04086	1.99579
0.040861	1.99628
0.040862	1.99677
0.040863	1.99725
0.040864	1.99774
0.040865	1.99822
0.040866	1.9987
0.040867	1.99918
0.040868	1.99966
0.040869	2.00014
0.040871	1.99964
0.040872	1.99914
0.040873	1.99864
0.040874	1.99814
0.040875	1.99764
0.040876	1.99714
0.040877	1.99664
0.040878	1.99614
0.040879	1.99564
0.04088	1.99514
0.040881	1.99465
0.040882	1.99415
0.040883	1.99365
0.040884	1.99315
0.040885	1.99265
0.040886	1.99215
0.040887	1.99166
0.040888	1.99116
0.040889	1.99066
0.04089	1.99016
0.040891	1.98967
0.040892	1.98917
0.040893	1.98867
0.040894	1.98817
0.040895	1.98768
0.040896	1.98718
0.040897	1.98668
0.040898	1.98619
0.040899	1.98569
0.0409	1.98519
0.040901	1.9847
0.040902	1.9842
0.040903	1.98371
0.040904	1.98321
0.040905	1.98271
0.040906	1.98222
0.040907	1.98172
0.040908	1.98123
0.040909	1.98073
0.04091	1.98024
0.040911	1.97974
0.040912	1.97925
0.040913	1.97875
0.040914	1.97826
0.040915	1.97776
0.040916	1.97727
0.040917	1.97678
0.040918	1.97628
0.040919	1.97579
0.04092	1.97529
0.040921	1.9748
0.040923	1.97534
0.040924	1.97587
0.040925	1.9764
0.040926	1.97693
0.040927	1.97746
0.040928	1.97799
0.040929	1.97852
0.04093	1.97904
0.040931	1.97957
0.040932	1.98009
0.040933	1.98062
0.040934	1.98114
0.040935	1.98166
0.040936	1.98218
0.040937	1.9827
0.040938	1.98322
0.040939	1.98373
0.04094	1.98425
0.040941	1.98476
0.040942	1.98528
0.040943	1.98579
0.040944	1.9863
0.040945	1.98681
0.040946	1.98732
0.040947	1.98783
0.040948	1.98833
0.040949	1.98884
0.04095	1.98934
0.040951	1.98985
0.040952	1.99035
0.040953	1.99085
0.040954	1.99135
0.040955	1.99185
0.040956	1.99235
0.040957	1.99284
0.040958	1.99334
0.040959	1.99383
0.04096	1.99433
0.040961	1.99482
0.040962	1.99531
0.040963	1.9958
0.040964	1.99629
0.040965	1.99678
0.040966	1.99726
0.040967	1.99775
0.040968	1.99823
0.040969	1.99872
0.04097	1.9992
0.040971	1.99968
0.040972	2.00016
0.040973	2.00064
0.040975	2.00014
0.040976	1.99964
0.040977	1.99914
0.040978	1.99864
0.040979	1.99814
0.04098	1.99764
0.040981	1.99714
0.040982	1.99664
0.040983	1.99614
0.040984	1.99564
0.040985	1.99514
0.040986	1.99464
0.040987	1.99415
0.040988	1.99365
0.040989	1.99315
0.04099	1.99265
0.040991	1.99215
0.040992	1.99166
0.040993	1.99116
0.040994	1.99066
0.040995	1.99016
0.040996	1.98966
0.040997	1.98917
0.040998	1.98867
0.040999	1.98817
0.041	1.98768
0.041001	1.98718
0.041002	1.98668
0.041003	1.98619
0.041004	1.98569
0.041005	1.98519
0.041006	1.9847
0.041007	1.9842
0.041008	1.98371
0.041009	1.98321
0.04101	1.98271
0.041011	1.98222
0.041012	1.98172
0.041013	1.98123
0.041014	1.98073
0.041015	1.98024
0.041016	1.97974
0.041017	1.97925
0.041018	1.97875
0.041019	1.97826
0.04102	1.97776
0.041021	1.97727
0.041022	1.97678
0.041023	1.97628
0.041024	1.97579
0.041025	1.97529
0.041027	1.97583
0.041028	1.97636
0.041029	1.97689
0.04103	1.97743
0.041031	1.97796
0.041032	1.97849
0.041033	1.97901
0.041034	1.97954
0.041035	1.98007
0.041036	1.98059
0.041037	1.98112
0.041038	1.98164
0.041039	1.98216
0.04104	1.98268
0.041041	1.9832
0.041042	1.98372
0.041043	1.98424
0.041044	1.98475
0.041045	1.98527
0.041046	1.98578
0.041047	1.98629
0.041048	1.9868
0.041049	1.98731
0.04105	1.98782
0.041051	1.98833
0.041052	1.98884
0.041053	1.98935
0.041054	1.98985
0.041055	1.99035
0.041056	1.99086
0.041057	1.99136
0.041058	1.99186
0.041059	1.99236
0.04106	1.99286
0.041061	1.99335
0.041062	1.99385
0.041063	1.99434
0.041064	1.99484
0.041065	1.99533
0.041066	1.99582
0.041067	1.99631
0.041068	1.9968
0.041069	1.99729
0.04107	1.99778
0.041071	1.99826
0.041072	1.99875
0.041073	1.99923
0.041074	1.99971
0.041075	2.00019
0.041076	2.00067
0.041077	2.00115
0.041079	2.00065
0.04108	2.00015
0.041081	1.99965
0.041082	1.99915
0.041083	1.99865
0.041084	1.99815
0.041085	1.99765
0.041086	1.99716
0.041087	1.99666
0.041088	1.99616
0.041089	1.99566
0.04109	1.99516
0.041091	1.99466
0.041092	1.99416
0.041093	1.99366
0.041094	1.99317
0.041095	1.99267
0.041096	1.99217
0.041097	1.99167
0.041098	1.99117
0.041099	1.99068
0.0411	1.99018
0.041101	1.98968
0.041102	1.98918
0.041103	1.98869
0.041104	1.98819
0.041105	1.98769
0.041106	1.9872
0.041107	1.9867
0.041108	1.9862
0.041109	1.98571
0.04111	1.98521
0.041111	1.98471
0.041112	1.98422
0.041113	1.98372
0.041114	1.98323
0.041115	1.98273
0.041116	1.98223
0.041117	1.98174
0.041118	1.98124
0.041119	1.98075
0.04112	1.98025
0.041121	1.97976
0.041122	1.97926
0.041123	1.97877
0.041124	1.97827
0.041125	1.97778
0.041126	1.97729
0.041127	1.97679
0.041128	1.9763
0.041129	1.9758
0.041131	1.97634
0.041132	1.97687
0.041133	1.97741
0.041134	1.97794
0.041135	1.97847
0.041136	1.979
0.041137	1.97953
0.041138	1.98005
0.041139	1.98058
0.04114	1.98111
0.041141	1.98163
0.041142	1.98215
0.041143	1.98268
0.041144	1.9832
0.041145	1.98372
0.041146	1.98424
0.041147	1.98475
0.041148	1.98527
0.041149	1.98578
0.04115	1.9863
0.041151	1.98681
0.041152	1.98732
0.041153	1.98783
0.041154	1.98834
0.041155	1.98885
0.041156	1.98936
0.041157	1.98987
0.041158	1.99037
0.041159	1.99088
0.04116	1.99138
0.041161	1.99188
0.041162	1.99238
0.041163	1.99288
0.041164	1.99338
0.041165	1.99388
0.041166	1.99437
0.041167	1.99487
0.041168	1.99536
0.041169	1.99586
0.04117	1.99635
0.041171	1.99684
0.041172	1.99733
0.041173	1.99782
0.041174	1.9983
0.041175	1.99879
0.041176	1.99928
0.041177	1.99976
0.041178	2.00024
0.041179	2.00072
0.04118	2.00121
0.041181	2.00168
0.041183	2.00118
0.041184	2.00068
0.041185	2.00018
0.041186	1.99968
0.041187	1.99918
0.041188	1.99868
0.041189	1.99819
0.04119	1.99769
0.041191	1.99719
0.041192	1.99669
0.041193	1.99619
0.041194	1.99569
0.041195	1.99519
0.041196	1.99469
0.041197	1.99419
0.041198	1.99369
0.041199	1.9932
0.0412	1.9927
0.041201	1.9922
0.041202	1.9917
0.041203	1.9912
0.041204	1.99071
0.041205	1.99021
0.041206	1.98971
0.041207	1.98921
0.041208	1.98872
0.041209	1.98822
0.04121	1.98772
0.041211	1.98723
0.041212	1.98673
0.041213	1.98623
0.041214	1.98574
0.041215	1.98524
0.041216	1.98474
0.041217	1.98425
0.041218	1.98375
0.041219	1.98326
0.04122	1.98276
0.041221	1.98227
0.041222	1.98177
0.041223	1.98127
0.041224	1.98078
0.041225	1.98028
0.041226	1.97979
0.041227	1.97929
0.041228	1.9788
0.041229	1.97831
0.04123	1.97781
0.041231	1.97732
0.041232	1.97682
0.041233	1.97633
0.041235	1.97686
0.041236	1.9774
0.041237	1.97793
0.041238	1.97846
0.041239	1.979
0.04124	1.97953
0.041241	1.98006
0.041242	1.98058
0.041243	1.98111
0.041244	1.98164
0.041245	1.98216
0.041246	1.98268
0.041247	1.98321
0.041248	1.98373
0.041249	1.98425
0.04125	1.98477
0.041251	1.98528
0.041252	1.9858
0.041253	1.98632
0.041254	1.98683
0.041255	1.98735
0.041256	1.98786
0.041257	1.98837
0.041258	1.98888
0.041259	1.98939
0.04126	1.9899
0.041261	1.9904
0.041262	1.99091
0.041263	1.99141
0.041264	1.99192
0.041265	1.99242
0.041266	1.99292
0.041267	1.99342
0.041268	1.99392
0.041269	1.99442
0.04127	1.99491
0.041271	1.99541
0.041272	1.9959
0.041273	1.9964
0.041274	1.99689
0.041275	1.99738
0.041276	1.99787
0.041277	1.99836
0.041278	1.99885
0.041279	1.99933
0.04128	1.99982
0.041281	2.0003
0.041282	2.00079
0.041283	2.00127
0.041284	2.00175
0.041285	2.00223
0.041287	2.00173
0.041288	2.00123
0.041289	2.00073
0.04129	2.00023
0.041291	1.99973
0.041292	1.99923
0.041293	1.99873
0.041294	1.99823
0.041295	1.99773
0.041296	1.99723
0.041297	1.99673
0.041298	1.99623
0.041299	1.99573
0.0413	1.99524
0.041301	1.99474
0.041302	1.99424
0.041303	1.99374
0.041304	1.99324
0.041305	1.99274
0.041306	1.99225
0.041307	1.99175
0.041308	1.99125
0.041309	1.99075
0.04131	1.99025
0.041311	1.98976
0.041312	1.98926
0.041313	1.98876
0.041314	1.98827
0.041315	1.98777
0.041316	1.98727
0.041317	1.98677
0.041318	1.98628
0.041319	1.98578
0.04132	1.98529
0.041321	1.98479
0.041322	1.98429
0.041323	1.9838
0.041324	1.9833
0.041325	1.98281
0.041326	1.98231
0.041327	1.98181
0.041328	1.98132
0.041329	1.98082
0.04133	1.98033
0.041331	1.97983
0.041332	1.97934
0.041333	1.97884
0.041334	1.97835
0.041335	1.97786
0.041336	1.97736
0.041337	1.97687
0.041339	1.9774
0.04134	1.97794
0.041341	1.97847
0.041342	1.979
0.041343	1.97954
0.041344	1.98007
0.041345	1.9806
0.041346	1.98112
0.041347	1.98165
0.041348	1.98218
0.041349	1.9827
0.04135	1.98323
0.041351	1.98375
0.041352	1.98427
0.041353	1.98479
0.041354	1.98531
0.041355	1.98583
0.041356	1.98635
0.041357	1.98686
0.041358	1.98738
0.041359	1.98789
0.04136	1.9884
0.041361	1.98892
0.041362	1.98943
0.041363	1.98994
0.041364	1.99044
0.041365	1.99095
0.041366	1.99146
0.041367	1.99196
0.041368	1.99247
0.041369	1.99297
0.04137	1.99347
0.041371	1.99397
0.041372	1.99447
0.041373	1.99497
0.041374	1.99547
0.041375	1.99596
0.041376	1.99646
0.041377	1.99695
0.041378	1.99744
0.041379	1.99793
0.04138	1.99842
0.041381	1.99891
0.041382	1.9994
0.041383	1.99989
0.041384	2.00037
0.041385	2.00086
0.041386	2.00134
0.041387	2.00183
0.041388	2.00231
0.041389	2.00279
0.041391	2.00229
0.041392	2.00179
0.041393	2.00129
0.041394	2.00079
0.041395	2.00029
0.041396	1.99979
0.041397	1.99929
0.041398	1.99879
0.041399	1.99829
0.0414	1.99779
0.041401	1.99729
0.041402	1.99679
0.041403	1.99629
0.041404	1.99579
0.041405	1.99529
0.041406	1.99479
0.041407	1.99429
0.041408	1.9938
0.041409	1.9933
0.04141	1.9928
0.041411	1.9923
0.041412	1.9918
0.041413	1.99131
0.041414	1.99081
0.041415	1.99031
0.041416	1.98981
0.041417	1.98932
0.041418	1.98882
0.041419	1.98832
0.04142	1.98782
0.041421	1.98733
0.041422	1.98683
0.041423	1.98633
0.041424	1.98584
0.041425	1.98534
0.041426	1.98485
0.041427	1.98435
0.041428	1.98385
0.041429	1.98336
0.04143	1.98286
0.041431	1.98237
0.041432	1.98187
0.041433	1.98138
0.041434	1.98088
0.041435	1.98039
0.041436	1.97989
0.041437	1.9794
0.041438	1.9789
0.041439	1.97841
0.04144	1.97791
0.041441	1.97742
0.041443	1.97795
0.041444	1.97849
0.041445	1.97902
0.041446	1.97956
0.041447	1.98009
0.041448	1.98062
0.041449	1.98115
0.04145	1.98168
0.041451	1.98221
0.041452	1.98273
0.041453	1.98326
0.041454	1.98378
0.041455	1.9843
0.041456	1.98483
0.041457	1.98535
0.041458	1.98587
0.041459	1.98639
0.04146	1.9869
0.041461	1.98742
0.041462	1.98794
0.041463	1.98845
0.041464	1.98896
0.041465	1.98947
0.041466	1.98999
0.041467	1.9905
0.041468	1.991
0.041469	1.99151
0.04147	1.99202
0.041471	1.99252
0.041472	1.99303
0.041473	1.99353
0.041474	1.99403
0.041475	1.99453
0.041476	1.99503
0.041477	1.99553
0.041478	1.99603
0.041479	1.99652
0.04148	1.99702
0.041481	1.99751
0.041482	1.99801
0.041483	1.9985
0.041484	1.99899
0.041485	1.99948
0.041486	1.99997
0.041487	2.00045
0.041488	2.00094
0.041489	2.00143
0.04149	2.00191
0.041491	2.00239
0.041492	2.00287
0.041493	2.00335
0.041495	2.00285
0.041496	2.00235
0.041497	2.00185
0.041498	2.00135
0.041499	2.00085
0.0415	2.00035
0.041501	1.99985
0.041502	1.99935
0.041503	1.99885
0.041504	1.99835
0.041505	1.99785
0.041506	1.99735
0.041507	1.99686
0.041508	1.99636
0.041509	1.99586
0.04151	1.99536
0.041511	1.99486
0.041512	1.99436
0.041513	1.99386
0.041514	1.99336
0.041515	1.99287
0.041516	1.99237
0.041517	1.99187
0.041518	1.99137
0.041519	1.99087
0.04152	1.99038
0.041521	1.98988
0.041522	1.98938
0.041523	1.98888
0.041524	1.98839
0.041525	1.98789
0.041526	1.98739
0.041527	1.9869
0.041528	1.9864
0.041529	1.9859
0.04153	1.98541
0.041531	1.98491
0.041532	1.98442
0.041533	1.98392
0.041534	1.98342
0.041535	1.98293
0.041536	1.98243
0.041537	1.98194
0.041538	1.98144
0.041539	1.98095
0.04154	1.98045
0.041541	1.97996
0.041542	1.97946
0.041543	1.97897
0.041544	1.97847
0.041545	1.97798
0.041547	1.97851
0.041548	1.97905
0.041549	1.97958
0.04155	1.98012
0.041551	1.98065
0.041552	1.98118
0.041553	1.98171
0.041554	1.98224
0.041555	1.98277
0.041556	1.9833
0.041557	1.98382
0.041558	1.98435
0.041559	1.98487
0.04156	1.98539
0.041561	1.98591
0.041562	1.98643
0.041563	1.98695
0.041564	1.98747
0.041565	1.98799
0.041566	1.9885
0.041567	1.98902
0.041568	1.98953
0.041569	1.99004
0.04157	1.99055
0.041571	1.99106
0.041572	1.99157
0.041573	1.99208
0.041574	1.99259
0.041575	1.99309
0.041576	1.9936
0.041577	1.9941
0.041578	1.9946
0.041579	1.9951
0.04158	1.9956
0.041581	1.9961
0.041582	1.9966
0.041583	1.9971
0.041584	1.99759
0.041585	1.99809
0.041586	1.99858
0.041587	1.99907
0.041588	1.99956
0.041589	2.00005
0.04159	2.00054
0.041591	2.00103
0.041592	2.00151
0.041593	2.002
0.041594	2.00248
0.041595	2.00297
0.041596	2.00345
0.041597	2.00393
0.041599	2.00343
0.0416	2.00293
0.041601	2.00243
0.041602	2.00193
0.041603	2.00143
0.041604	2.00093
0.041605	2.00043
0.041606	1.99993
0.041607	1.99943
0.041608	1.99893
0.041609	1.99843
0.04161	1.99793
0.041611	1.99743
0.041612	1.99693
0.041613	1.99643
0.041614	1.99593
0.041615	1.99543
0.041616	1.99493
0.041617	1.99444
0.041618	1.99394
0.041619	1.99344
0.04162	1.99294
0.041621	1.99244
0.041622	1.99194
0.041623	1.99145
0.041624	1.99095
0.041625	1.99045
0.041626	1.98995
0.041627	1.98946
0.041628	1.98896
0.041629	1.98846
0.04163	1.98796
0.041631	1.98747
0.041632	1.98697
0.041633	1.98647
0.041634	1.98598
0.041635	1.98548
0.041636	1.98499
0.041637	1.98449
0.041638	1.98399
0.041639	1.9835
0.04164	1.983
0.041641	1.98251
0.041642	1.98201
0.041643	1.98152
0.041644	1.98102
0.041645	1.98053
0.041646	1.98003
0.041647	1.97954
0.041648	1.97904
0.041649	1.97855
0.041651	1.97908
0.041652	1.97962
0.041653	1.98015
0.041654	1.98069
0.041655	1.98122
0.041656	1.98175
0.041657	1.98228
0.041658	1.98281
0.041659	1.98334
0.04166	1.98387
0.041661	1.98439
0.041662	1.98492
0.041663	1.98544
0.041664	1.98596
0.041665	1.98649
0.041666	1.98701
0.041667	1.98752
0.041668	1.98804
0.041669	1.98856
0.04167	1.98908
0.041671	1.98959
0.041672	1.9901
0.041673	1.99062
0.041674	1.99113
0.041675	1.99164
0.041676	1.99215
0.041677	1.99266
0.041678	1.99316
0.041679	1.99367
0.04168	1.99417
0.041681	1.99468
0.041682	1.99518
0.041683	1.99568
0.041684	1.99618
0.041685	1.99668
0.041686	1.99718
0.041687	1.99767
0.041688	1.99817
0.041689	1.99867
0.04169	1.99916
0.041691	1.99965
0.041692	2.00014
0.041693	2.00063
0.041694	2.00112
0.041695	2.00161
0.041696	2.0021
0.041697	2.00258
0.041698	2.00307
0.041699	2.00355
0.0417	2.00403
0.041701	2.00451
0.041703	2.00401
0.041704	2.00351
0.041705	2.00301
0.041706	2.00251
0.041707	2.00201
0.041708	2.00151
0.041709	2.00101
0.04171	2.00051
0.041711	2.00001
0.041712	1.99951
0.041713	1.99901
0.041714	1.99851
0.041715	1.99801
0.041716	1.99751
0.041717	1.99701
0.041718	1.99651
0.041719	1.99601
0.04172	1.99551
0.041721	1.99502
0.041722	1.99452
0.041723	1.99402
0.041724	1.99352
0.041725	1.99302
0.041726	1.99252
0.041727	1.99203
0.041728	1.99153
0.041729	1.99103
0.04173	1.99053
0.041731	1.99003
0.041732	1.98954
0.041733	1.98904
0.041734	1.98854
0.041735	1.98805
0.041736	1.98755
0.041737	1.98705
0.041738	1.98656
0.041739	1.98606
0.04174	1.98556
0.041741	1.98507
0.041742	1.98457
0.041743	1.98407
0.041744	1.98358
0.041745	1.98308
0.041746	1.98259
0.041747	1.98209
0.041748	1.9816
0.041749	1.9811
0.04175	1.98061
0.041751	1.98011
0.041752	1.97962
0.041753	1.97912
0.041755	1.97966
0.041756	1.98019
0.041757	1.98073
0.041758	1.98126
0.041759	1.9818
0.04176	1.98233
0.041761	1.98286
0.041762	1.98339
0.041763	1.98392
0.041764	1.98444
0.041765	1.98497
0.041766	1.9855
0.041767	1.98602
0.041768	1.98654
0.041769	1.98706
0.04177	1.98758
0.041771	1.9881
0.041772	1.98862
0.041773	1.98914
0.041774	1.98966
0.041775	1.99017
0.041776	1.99068
0.041777	1.9912
0.041778	1.99171
0.041779	1.99222
0.04178	1.99273
0.041781	1.99324
0.041782	1.99374
0.041783	1.99425
0.041784	1.99476
0.041785	1.99526
0.041786	1.99576
0.041787	1.99626
0.041788	1.99676
0.041789	1.99726
0.04179	1.99776
0.041791	1.99826
0.041792	1.99875
0.041793	1.99925
0.041794	1.99974
0.041795	2.00024
0.041796	2.00073
0.041797	2.00122
0.041798	2.00171
0.041799	2.0022
0.0418	2.00268
0.041801	2.00317
0.041802	2.00365
0.041803	2.00414
0.041804	2.00462
0.041805	2.0051
0.041807	2.0046
0.041808	2.0041
0.041809	2.0036
0.04181	2.0031
0.041811	2.0026
0.041812	2.0021
0.041813	2.00159
0.041814	2.00109
0.041815	2.00059
0.041816	2.00009
0.041817	1.99959
0.041818	1.99909
0.041819	1.99859
0.04182	1.9981
0.041821	1.9976
0.041822	1.9971
0.041823	1.9966
0.041824	1.9961
0.041825	1.9956
0.041826	1.9951
0.041827	1.9946
0.041828	1.9941
0.041829	1.99361
0.04183	1.99311
0.041831	1.99261
0.041832	1.99211
0.041833	1.99161
0.041834	1.99112
0.041835	1.99062
0.041836	1.99012
0.041837	1.98962
0.041838	1.98913
0.041839	1.98863
0.04184	1.98813
0.041841	1.98763
0.041842	1.98714
0.041843	1.98664
0.041844	1.98614
0.041845	1.98565
0.041846	1.98515
0.041847	1.98466
0.041848	1.98416
0.041849	1.98366
0.04185	1.98317
0.041851	1.98267
0.041852	1.98218
0.041853	1.98168
0.041854	1.98119
0.041855	1.98069
0.041856	1.9802
0.041857	1.9797
0.041859	1.98024
0.04186	1.98077
0.041861	1.98131
0.041862	1.98184
0.041863	1.98238
0.041864	1.98291
0.041865	1.98344
0.041866	1.98397
0.041867	1.9845
0.041868	1.98503
0.041869	1.98555
0.04187	1.98608
0.041871	1.9866
0.041872	1.98713
0.041873	1.98765
0.041874	1.98817
0.041875	1.98869
0.041876	1.98921
0.041877	1.98972
0.041878	1.99024
0.041879	1.99076
0.04188	1.99127
0.041881	1.99178
0.041882	1.99229
0.041883	1.99281
0.041884	1.99331
0.041885	1.99382
0.041886	1.99433
0.041887	1.99484
0.041888	1.99534
0.041889	1.99585
0.04189	1.99635
0.041891	1.99685
0.041892	1.99735
0.041893	1.99785
0.041894	1.99835
0.041895	1.99885
0.041896	1.99934
0.041897	1.99984
0.041898	2.00033
0.041899	2.00082
0.0419	2.00132
0.041901	2.00181
0.041902	2.0023
0.041903	2.00278
0.041904	2.00327
0.041905	2.00376
0.041906	2.00424
0.041907	2.00473
0.041908	2.00521
0.041909	2.00569
0.041911	2.00519
0.041912	2.00469
0.041913	2.00419
0.041914	2.00369
0.041915	2.00319
0.041916	2.00268
0.041917	2.00218
0.041918	2.00168
0.041919	2.00118
0.04192	2.00068
0.041921	2.00018
0.041922	1.99968
0.041923	1.99918
0.041924	1.99868
0.041925	1.99818
0.041926	1.99769
0.041927	1.99719
0.041928	1.99669
0.041929	1.99619
0.04193	1.99569
0.041931	1.99519
0.041932	1.99469
0.041933	1.99419
0.041934	1.99369
0.041935	1.9932
0.041936	1.9927
0.041937	1.9922
0.041938	1.9917
0.041939	1.9912
0.04194	1.99071
0.041941	1.99021
0.041942	1.98971
0.041943	1.98921
0.041944	1.98872
0.041945	1.98822
0.041946	1.98772
0.041947	1.98723
0.041948	1.98673
0.041949	1.98623
0.04195	1.98574
0.041951	1.98524
0.041952	1.98474
0.041953	1.98425
0.041954	1.98375
0.041955	1.98326
0.041956	1.98276
0.041957	1.98226
0.041958	1.98177
0.041959	1.98127
0.04196	1.98078
0.041961	1.98028
0.041963	1.98082
0.041964	1.98136
0.041965	1.98189
0.041966	1.98243
0.041967	1.98296
0.041968	1.98349
0.041969	1.98402
0.04197	1.98455
0.041971	1.98508
0.041972	1.98561
0.041973	1.98614
0.041974	1.98666
0.041975	1.98719
0.041976	1.98771
0.041977	1.98823
0.041978	1.98875
0.041979	1.98927
0.04198	1.98979
0.041981	1.99031
0.041982	1.99083
0.041983	1.99134
0.041984	1.99186
0.041985	1.99237
0.041986	1.99288
0.041987	1.99339
0.041988	1.9939
0.041989	1.99441
0.04199	1.99492
0.041991	1.99543
0.041992	1.99593
0.041993	1.99644
0.041994	1.99694
0.041995	1.99744
0.041996	1.99794
0.041997	1.99844
0.041998	1.99894
0.041999	1.99944
0.042	1.99993
0.042001	2.00043
0.042002	2.00092
0.042003	2.00142
0.042004	2.00191
0.042005	2.0024
0.042006	2.00289
0.042007	2.00338
0.042008	2.00386
0.042009	2.00435
0.04201	2.00483
0.042011	2.00532
0.042012	2.0058
0.042013	2.00628
0.042015	2.00578
0.042016	2.00528
0.042017	2.00478
0.042018	2.00428
0.042019	2.00378
0.04202	2.00328
0.042021	2.00278
0.042022	2.00228
0.042023	2.00177
0.042024	2.00127
0.042025	2.00077
0.042026	2.00027
0.042027	1.99977
0.042028	1.99927
0.042029	1.99877
0.04203	1.99827
0.042031	1.99778
0.042032	1.99728
0.042033	1.99678
0.042034	1.99628
0.042035	1.99578
0.042036	1.99528
0.042037	1.99478
0.042038	1.99428
0.042039	1.99378
0.04204	1.99329
0.042041	1.99279
0.042042	1.99229
0.042043	1.99179
0.042044	1.99129
0.042045	1.9908
0.042046	1.9903
0.042047	1.9898
0.042048	1.9893
0.042049	1.98881
0.04205	1.98831
0.042051	1.98781
0.042052	1.98732
0.042053	1.98682
0.042054	1.98632
0.042055	1.98583
0.042056	1.98533
0.042057	1.98483
0.042058	1.98434
0.042059	1.98384
0.04206	1.98335
0.042061	1.98285
0.042062	1.98235
0.042063	1.98186
0.042064	1.98136
0.042065	1.98087
0.042067	1.98141
0.042068	1.98194
0.042069	1.98248
0.04207	1.98301
0.042071	1.98355
0.042072	1.98408
0.042073	1.98461
0.042074	1.98514
0.042075	1.98567
0.042076	1.9862
0.042077	1.98672
0.042078	1.98725
0.042079	1.98777
0.04208	1.9883
0.042081	1.98882
0.042082	1.98934
0.042083	1.98986
0.042084	1.99038
0.042085	1.9909
0.042086	1.99141
0.042087	1.99193
0.042088	1.99244
0.042089	1.99296
0.04209	1.99347
0.042091	1.99398
0.042092	1.99449
0.042093	1.995
0.042094	1.99551
0.042095	1.99601
0.042096	1.99652
0.042097	1.99702
0.042098	1.99753
